Body_Type,Diet,Gender,Social_Activity,How_Often_Shower,Heating_Energy_Source,Transport,Vehicle_Type,Waste_Bag_Size,Frequency_Travelling_Air,New_Clothes_Monthly,Waste_Bag_Weekly,Monthly_Grocery_Bill,Daily_TV_PC_Hour,Vehicle_Monthly_Distance,Energy_Efficiency
athletic,pescetarian,female,high,twice a day,gas,public,diesel,extra large,frequently,5,6,444,2.69,2665,4.71
athletic,vegan,other,low,rarely,solar,public,petrol,large,never,8,5,342,2.81,4239,3.53
overweight,vegetarian,female,low,rarely,solar,hybrid,petrol,medium,never,17,4,471,10.34,2256,3.08
overweight,vegetarian,male,high,twice a day,solar,private,petrol,large,never,0,6,298,4.76,4323,9.09
overweight,pescetarian,female,moderate,frequently,electricity,hybrid,petrol,extra large,never,9,6,467,5.41,4215,2.81
underweight,vegetarian,male,low,twice a day,wood,hybrid,diesel,medium,rarely,3,3,520,7.41,3048,7.06
athletic,vegan,male,high,daily,solar,private,electric,large,never,13,2,304,0.67,780,2.7
underweight,vegan,female,high,rarely,gas,public,diesel,extra large,rarely,5,2,257,5.7,4141,9.45
underweight,omnivore,male,low,rarely,electricity,bike,petrol,large,never,19,5,233,0.19,2753,2.76
average,omnivore,female,moderate,frequently,electricity,private,hybrid,small,frequently,4,5,452,8.94,3121,8.69
athletic,omnivore,other,moderate,rarely,gas,walk,diesel,medium,never,14,5,64,0.27,4800,9.42
athletic,vegan,male,moderate,rarely,gas,public,hybrid,medium,rarely,9,2,356,8.46,4392,2.86
overweight,vegan,male,low,rarely,electricity,private,petrol,small,never,2,5,202,2.41,3175,8.98
overweight,pescetarian,other,low,twice a day,electricity,private,petrol,extra large,never,16,4,253,9.75,3011,1.99
average,omnivore,male,low,rarely,wood,private,diesel,large,frequently,8,6,411,3.8,254,7.3
underweight,vegan,other,moderate,twice a day,electricity,bike,hybrid,extra large,frequently,8,1,121,10.85,816,5.56
overweight,pescetarian,other,moderate,frequently,gas,hybrid,diesel,medium,rarely,14,1,116,8.86,1237,9.65
overweight,vegan,male,low,daily,electricity,hybrid,diesel,extra large,never,17,5,221,2.52,3678,5.33
athletic,pescetarian,other,low,rarely,electricity,private,diesel,medium,never,2,4,536,10.62,4403,1.62
athletic,omnivore,other,low,daily,gas,private,petrol,medium,frequently,7,4,549,0.25,3770,2.14
overweight,omnivore,other,moderate,twice a day,wood,hybrid,electric,small,rarely,2,4,95,7.45,1355,3.89
athletic,omnivore,male,high,frequently,electricity,bike,hybrid,small,never,18,6,152,10.1,4167,5.22
average,vegan,other,high,frequently,solar,public,electric,medium,rarely,12,3,81,1.55,3511,9.62
overweight,vegan,female,moderate,twice a day,solar,hybrid,electric,large,rarely,15,7,452,0.54,2951,5.36
athletic,pescetarian,female,low,daily,gas,private,petrol,large,rarely,6,6,588,10.67,3217,9.37
average,vegetarian,other,low,rarely,gas,bike,petrol,small,frequently,19,4,518,3.56,4455,9.22
athletic,vegetarian,female,low,twice a day,gas,bike,petrol,large,frequently,4,2,339,7.98,4514,2.52
athletic,omnivore,male,low,twice a day,solar,private,diesel,small,never,18,7,371,10.05,2309,9.27
athletic,vegetarian,other,moderate,twice a day,gas,walk,petrol,medium,rarely,1,2,166,1.32,3072,3.3
overweight,omnivore,male,high,twice a day,solar,bike,petrol,medium,rarely,2,4,401,4.53,314,8.53
underweight,pescetarian,female,high,twice a day,wood,hybrid,petrol,medium,rarely,2,1,425,8.72,2100,9.78
athletic,vegetarian,female,moderate,frequently,gas,walk,petrol,small,never,1,3,458,0.92,2652,1.65
average,vegetarian,female,low,twice a day,electricity,public,electric,large,never,15,6,210,8.98,1057,7.13
overweight,omnivore,female,high,frequently,wood,hybrid,electric,medium,rarely,16,2,519,10.57,3029,4.84
overweight,pescetarian,male,moderate,daily,solar,private,petrol,extra large,rarely,15,7,285,9.54,886,5.1
average,vegetarian,other,low,rarely,gas,walk,electric,large,rarely,15,2,188,2.87,1335,6.03
athletic,vegetarian,male,high,frequently,electricity,hybrid,petrol,large,never,18,7,283,10.06,3584,9.51
underweight,vegetarian,other,moderate,rarely,solar,bike,hybrid,small,rarely,16,2,589,8.28,2270,6.69
athletic,pescetarian,female,high,rarely,wood,private,diesel,small,rarely,4,6,187,8.97,2746,9.93
average,pescetarian,female,high,rarely,electricity,walk,petrol,large,frequently,11,3,323,8.97,382,9.69
overweight,vegetarian,female,moderate,frequently,wood,bike,electric,large,rarely,11,4,182,5.4,117,8.71
underweight,omnivore,female,moderate,frequently,gas,private,diesel,medium,frequently,6,3,439,10.81,4799,7.29
overweight,omnivore,male,high,frequently,electricity,private,electric,medium,rarely,6,4,387,1.49,2668,3.09
average,vegetarian,other,high,daily,gas,walk,hybrid,extra large,frequently,3,5,542,11.5,1483,6.16
athletic,pescetarian,other,moderate,frequently,solar,walk,hybrid,medium,frequently,5,2,239,0.08,372,3.1
underweight,vegetarian,female,low,daily,solar,walk,diesel,large,never,15,6,411,9.22,4835,9.59
overweight,pescetarian,male,low,frequently,wood,hybrid,hybrid,small,rarely,7,7,225,2.23,1882,9.63
overweight,vegetarian,female,low,frequently,gas,private,petrol,extra large,rarely,5,1,201,0.77,3717,3.99
overweight,pescetarian,other,low,rarely,gas,public,hybrid,large,rarely,18,3,249,5.99,1419,1.43
athletic,vegan,other,moderate,twice a day,electricity,bike,electric,extra large,frequently,9,6,543,6.17,2873,8.45
underweight,omnivore,male,low,rarely,solar,walk,petrol,extra large,never,15,3,323,8.02,1281,4.17
athletic,vegan,other,high,frequently,gas,private,electric,extra large,frequently,1,6,210,7.13,3711,3.88
athletic,omnivore,male,low,twice a day,gas,bike,diesel,medium,frequently,13,2,570,0.38,1423,6.22
athletic,pescetarian,female,moderate,twice a day,gas,public,diesel,medium,frequently,10,7,60,2.45,3715,1
average,vegan,female,low,daily,solar,bike,diesel,small,rarely,1,2,501,8.59,2440,4.37
average,omnivore,male,low,twice a day,solar,public,electric,large,frequently,2,6,563,11.31,1345,4.75
average,vegetarian,female,moderate,daily,solar,walk,electric,extra large,frequently,10,1,451,9.19,4421,9.74
underweight,pescetarian,male,low,rarely,wood,hybrid,diesel,medium,never,3,1,406,11.83,1697,2.43
athletic,pescetarian,female,moderate,daily,solar,public,electric,small,rarely,13,2,487,1.49,3919,2.36
athletic,vegetarian,female,low,frequently,solar,walk,diesel,medium,never,4,6,60,11.5,515,6.57
average,vegetarian,other,moderate,twice a day,solar,bike,diesel,small,rarely,2,4,296,4.49,287,1.7
athletic,omnivore,other,low,frequently,electricity,bike,electric,large,never,7,2,499,6.72,2236,6.59
athletic,pescetarian,male,high,twice a day,electricity,bike,petrol,extra large,rarely,9,1,336,11.72,4239,4.67
overweight,omnivore,female,high,twice a day,gas,hybrid,diesel,small,rarely,11,2,105,5.37,2266,1.02
athletic,vegetarian,female,moderate,rarely,electricity,private,hybrid,extra large,frequently,7,1,394,3.78,2678,4.97
overweight,pescetarian,female,moderate,daily,wood,public,petrol,large,never,6,5,283,9.49,3042,7.65
athletic,vegetarian,other,moderate,rarely,wood,private,petrol,large,rarely,1,4,196,8.46,2012,2.19
underweight,omnivore,male,high,daily,gas,bike,petrol,medium,frequently,11,6,337,0.26,3937,2.65
average,omnivore,male,moderate,rarely,gas,hybrid,petrol,large,never,19,1,469,5.82,1486,3.11
overweight,omnivore,male,low,rarely,wood,walk,diesel,extra large,rarely,10,6,428,11.08,3449,4.51
average,pescetarian,female,moderate,twice a day,wood,hybrid,diesel,medium,rarely,8,7,306,6.57,4388,9.54
overweight,vegetarian,male,moderate,rarely,wood,private,diesel,extra large,rarely,4,7,229,7.36,685,1.63
overweight,vegetarian,other,low,rarely,gas,bike,hybrid,medium,frequently,5,3,211,5.85,4393,8.4
overweight,omnivore,other,low,daily,wood,public,diesel,extra large,never,6,3,170,7.03,3545,8.21
underweight,omnivore,male,high,rarely,gas,hybrid,diesel,large,rarely,13,6,239,3.55,2578,5.19
athletic,omnivore,female,low,twice a day,wood,private,hybrid,small,rarely,17,4,68,2.44,2208,2.22
overweight,omnivore,other,low,rarely,wood,private,diesel,large,never,14,4,448,4.71,2736,6.51
underweight,vegan,other,moderate,frequently,electricity,walk,electric,extra large,never,0,3,513,2.79,2837,7.51
overweight,vegan,female,high,frequently,wood,public,electric,large,never,15,6,545,10.93,4929,2.4
athletic,vegan,female,low,daily,gas,private,diesel,small,never,14,6,377,1.78,3340,7.29
overweight,omnivore,male,high,daily,wood,public,petrol,extra large,rarely,8,6,74,2.88,1492,9.28
underweight,omnivore,other,low,frequently,solar,bike,diesel,extra large,frequently,6,6,214,9.47,2779,2.71
athletic,vegetarian,other,high,rarely,electricity,hybrid,hybrid,medium,never,11,6,319,1.22,2014,2.13
underweight,pescetarian,male,low,rarely,wood,private,petrol,medium,frequently,8,5,349,9.56,3477,7
athletic,vegetarian,male,moderate,daily,wood,bike,hybrid,large,frequently,11,7,517,6.94,4354,5.33
athletic,vegan,other,high,twice a day,solar,walk,electric,small,frequently,10,5,347,5.53,2014,8.69
average,vegetarian,other,high,rarely,solar,public,hybrid,small,never,2,1,82,10.45,2638,5.64
average,omnivore,female,low,frequently,solar,bike,diesel,small,frequently,12,4,425,4.78,4677,8.39
average,vegan,female,high,twice a day,solar,public,electric,small,frequently,4,3,577,3.28,2848,4.56
athletic,vegan,other,low,twice a day,solar,public,petrol,extra large,rarely,17,6,95,6.52,1843,2.77
overweight,pescetarian,other,high,rarely,solar,private,diesel,large,never,10,6,565,6.69,1637,4.38
underweight,pescetarian,female,high,twice a day,wood,public,electric,extra large,never,2,7,564,1.47,445,4.24
underweight,vegan,male,moderate,daily,gas,bike,petrol,large,never,8,4,399,9.42,3935,3.7
underweight,vegan,male,moderate,twice a day,wood,walk,electric,medium,never,7,3,324,4.49,4305,3.11
average,vegetarian,other,high,daily,wood,private,petrol,small,never,7,3,396,1.51,4425,4.48
athletic,vegan,other,moderate,rarely,wood,hybrid,petrol,large,rarely,12,1,334,1.19,246,9.74
average,omnivore,female,high,twice a day,electricity,walk,hybrid,extra large,frequently,10,4,552,6.78,2039,5.43
overweight,vegetarian,other,low,frequently,gas,bike,diesel,extra large,rarely,5,5,551,4.49,172,2.25
athletic,omnivore,male,high,frequently,gas,private,petrol,extra large,frequently,12,7,285,3.81,2376,3.12
underweight,omnivore,female,high,daily,electricity,public,petrol,extra large,never,10,4,326,5.52,2561,4.18
average,omnivore,female,moderate,daily,gas,walk,hybrid,large,rarely,13,7,232,9.51,4356,2.7
average,vegan,male,moderate,rarely,electricity,private,petrol,small,never,13,7,572,2.05,3325,7.68
overweight,pescetarian,male,low,twice a day,wood,hybrid,petrol,extra large,never,18,3,469,1.42,2721,8.12
overweight,pescetarian,female,low,daily,gas,hybrid,electric,small,frequently,4,5,88,10.45,3475,8.22
average,omnivore,other,low,daily,wood,hybrid,diesel,medium,frequently,14,3,69,9.74,1244,9.24
overweight,vegan,male,high,rarely,solar,private,hybrid,small,frequently,12,7,540,1.96,1735,8.73
underweight,vegetarian,female,low,twice a day,wood,walk,hybrid,medium,rarely,15,4,458,6.7,4338,6.23
overweight,omnivore,other,low,twice a day,gas,public,petrol,medium,frequently,18,7,223,6.52,3570,5.49
overweight,vegetarian,other,moderate,daily,wood,walk,petrol,small,never,16,3,261,9.29,1072,8.21
average,vegetarian,female,moderate,twice a day,wood,public,hybrid,small,frequently,15,6,349,3.95,1693,9.69
average,vegan,male,low,twice a day,electricity,walk,petrol,large,frequently,13,2,298,0.77,2364,1.27
athletic,vegan,other,low,twice a day,gas,walk,petrol,extra large,frequently,16,7,58,2.24,3649,4.24
athletic,pescetarian,male,high,frequently,wood,private,electric,small,frequently,6,5,422,2.54,4915,7.01
average,pescetarian,female,high,twice a day,electricity,hybrid,hybrid,small,never,5,6,510,5.58,2906,4.22
overweight,vegan,male,moderate,frequently,gas,hybrid,petrol,medium,frequently,4,1,87,6.04,291,7.87
overweight,omnivore,other,low,twice a day,solar,hybrid,diesel,small,never,0,2,519,2.46,3082,8.13
athletic,pescetarian,female,low,twice a day,wood,hybrid,petrol,extra large,rarely,15,6,173,3.83,686,7.15
athletic,vegetarian,other,low,twice a day,wood,walk,electric,large,rarely,13,3,598,9.41,4610,2.43
athletic,omnivore,other,low,daily,wood,hybrid,electric,extra large,never,1,4,347,0.52,2794,9.39
underweight,vegetarian,female,low,daily,wood,walk,hybrid,extra large,rarely,3,7,200,8.92,761,3.95
underweight,vegan,female,high,frequently,wood,public,electric,large,frequently,0,3,124,11.73,2591,9.8
athletic,vegetarian,male,high,twice a day,solar,bike,electric,small,frequently,1,1,255,9.14,1706,4.17
overweight,omnivore,female,low,frequently,solar,bike,diesel,small,frequently,8,4,88,11.18,512,2.45
athletic,vegan,male,high,twice a day,gas,public,electric,medium,rarely,0,5,525,3.16,3796,3.6
underweight,omnivore,female,high,rarely,gas,walk,petrol,small,never,19,5,359,6.21,3121,8.33
overweight,vegetarian,other,low,frequently,electricity,hybrid,electric,medium,rarely,15,3,153,4.98,1754,3.77
underweight,omnivore,male,high,daily,electricity,private,diesel,small,rarely,13,2,204,3.28,4598,6.38
overweight,vegan,female,low,rarely,electricity,walk,hybrid,medium,never,12,4,507,0.49,4266,7.26
underweight,vegetarian,male,high,daily,solar,walk,diesel,large,never,18,6,581,9.11,4857,3.74
overweight,vegetarian,male,low,rarely,gas,public,petrol,small,rarely,14,2,396,8.69,4606,6.97
overweight,pescetarian,male,low,rarely,gas,public,petrol,small,rarely,17,3,478,6.79,4143,2.39
overweight,pescetarian,other,high,rarely,solar,private,hybrid,extra large,never,2,6,337,11.69,3164,6.67
overweight,omnivore,female,high,frequently,gas,hybrid,diesel,medium,never,14,6,337,10.41,1540,6.89
average,pescetarian,female,moderate,frequently,wood,bike,diesel,medium,rarely,14,4,226,6.75,1580,1.29
underweight,pescetarian,male,low,daily,gas,hybrid,hybrid,extra large,frequently,4,5,352,11.05,1909,3.65
underweight,pescetarian,female,low,frequently,gas,hybrid,hybrid,small,frequently,12,5,89,6.72,565,1.05
average,pescetarian,other,low,daily,wood,walk,hybrid,medium,frequently,19,3,54,10.05,533,8.13
overweight,vegan,male,low,twice a day,electricity,private,hybrid,small,never,15,4,153,6.02,3116,5.02
overweight,vegan,other,high,daily,electricity,walk,petrol,large,frequently,19,6,551,9.68,1358,4.84
underweight,pescetarian,other,high,daily,electricity,public,petrol,medium,frequently,14,3,552,5.36,2254,5.11
average,omnivore,female,moderate,frequently,solar,bike,hybrid,small,never,13,5,504,6.86,1834,4.64
overweight,vegan,female,low,daily,wood,private,electric,large,never,8,6,50,2.35,1092,2.48
overweight,pescetarian,male,moderate,frequently,wood,private,hybrid,small,never,17,6,290,7.42,781,6.96
overweight,vegan,other,moderate,daily,solar,hybrid,electric,small,frequently,16,1,427,9.58,2948,9.26
athletic,vegetarian,female,moderate,twice a day,wood,walk,electric,large,frequently,4,2,183,10.05,3914,9.88
average,vegan,male,moderate,frequently,gas,hybrid,diesel,medium,frequently,14,3,555,9.23,4516,8.17
overweight,vegan,male,moderate,frequently,electricity,hybrid,electric,extra large,frequently,10,6,285,0.13,4357,4.5
athletic,omnivore,female,high,twice a day,wood,private,electric,extra large,never,11,1,582,11.19,419,6.06
average,vegan,other,high,frequently,wood,bike,electric,large,frequently,6,5,417,0.7,4288,1.11
overweight,omnivore,male,moderate,daily,electricity,public,petrol,small,never,19,7,235,8.51,1501,4.2
underweight,vegetarian,female,high,rarely,solar,hybrid,diesel,extra large,rarely,8,3,254,9.87,4166,7.04
athletic,pescetarian,male,high,frequently,electricity,bike,diesel,large,rarely,2,5,191,9.2,1681,9.05
athletic,omnivore,female,moderate,rarely,solar,hybrid,electric,extra large,rarely,16,7,431,9.26,3318,1.99
overweight,vegan,male,high,daily,solar,bike,petrol,small,frequently,8,5,183,2.68,3390,1.83
overweight,vegan,other,high,twice a day,gas,walk,hybrid,large,never,10,3,453,1.04,1931,2.39
athletic,omnivore,male,low,frequently,electricity,public,petrol,medium,rarely,13,1,584,5.68,3294,2.3
underweight,vegetarian,female,moderate,rarely,wood,private,diesel,large,never,9,3,282,7.58,1165,8.06
underweight,pescetarian,female,low,twice a day,solar,walk,electric,large,frequently,3,7,63,9.89,611,7.4
average,vegan,female,low,twice a day,gas,hybrid,petrol,extra large,frequently,15,7,391,4.23,4751,9.14
overweight,vegetarian,other,moderate,frequently,electricity,hybrid,electric,extra large,rarely,15,7,409,9.89,1553,3.65
underweight,pescetarian,female,low,rarely,solar,public,hybrid,medium,rarely,11,6,422,6.02,951,7.12
average,pescetarian,female,low,frequently,gas,public,petrol,extra large,rarely,5,5,226,9.43,4364,4.28
underweight,vegan,other,high,daily,wood,public,hybrid,extra large,frequently,6,4,312,2.72,4850,2.24
overweight,omnivore,female,low,twice a day,solar,hybrid,hybrid,extra large,frequently,7,5,149,9.18,2548,8.07
average,vegan,female,moderate,rarely,solar,hybrid,diesel,small,rarely,5,6,191,2.55,4503,6.63
average,vegan,other,high,frequently,wood,private,diesel,large,frequently,6,7,581,0.97,4069,7.33
average,vegan,male,high,twice a day,wood,public,electric,extra large,frequently,8,3,269,9.43,490,2.47
underweight,vegetarian,female,high,frequently,wood,bike,hybrid,small,rarely,15,1,362,9.38,2038,6.81
overweight,omnivore,male,moderate,rarely,solar,private,hybrid,large,frequently,12,5,298,1.32,3353,3.78
average,vegetarian,other,moderate,daily,gas,bike,diesel,medium,frequently,14,1,226,5.11,4783,3.26
athletic,vegan,female,moderate,daily,gas,walk,hybrid,large,never,17,6,504,0.37,2529,6.85
overweight,omnivore,female,low,daily,wood,public,petrol,small,never,3,1,182,8.66,104,1.22
